Category Path,Service,Tag,Score
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,animal,0.924482
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,art,0.974693
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,barn,0.879358
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,cattle,0.959152
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,cavalry,0.95813
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,crib,0.872918
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,fall,0.911893
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,farm,0.911123
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,goat,0.938487
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,group,0.966905
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,herd,0.936653
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,illustration,0.974574
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,lamb,0.888228
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,livestock,0.979083
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,mammal,0.986833
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,many,0.972739
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,nature,0.941192
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,no person,0.941656
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,painting,0.952134
C:\Users\yahel\Downloads\Categories\animals\bird\14centre (1).jpg,clarifai,sheep,0.983012
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,adult,0.992769
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,boy,0.870194
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,child,0.869495
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,facial expression,0.949006
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,fashion,0.800626
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,girl,0.943055
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,gown,0.870206
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,indoors,0.811476
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,lid,0.952663
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,man,0.944887
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,model,0.827653
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,one,0.991696
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,painting,0.900647
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,people,0.996939
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,portrait,0.974206
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,side view,0.807613
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,two,0.940864
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,veil,0.956026
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,wear,0.983106
C:\Users\yahel\Downloads\Categories\animals\bird\6lady.jpg,clarifai,woman,0.983564
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,art,0.992137
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,baby,0.791575
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,bird,0.999517
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,dame,0.807454
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,duck,0.787706
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,feather,0.803167
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,group,0.954344
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,illustration,0.996812
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,lithograph,0.835632
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,livestock,0.788481
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,no person,0.922378
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,painting,0.997742
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,people,0.914522
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,pigeon,0.870013
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,poultry,0.999092
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,raptor,0.783141
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,Renaissance,0.918848
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,reproduction,0.887669
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,two,0.838595
C:\Users\yahel\Downloads\Categories\animals\bird\birdspax (1).jpg,clarifai,waterfowl,0.814896
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,art,0.97957
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,artistic,0.786575
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,biology,0.793707
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,color,0.890244
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,color,0.769904
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,decoration,0.840383
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,desktop,0.802681
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,fish,0.746069
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,flora,0.85995
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,flower,0.772352
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,illustration,0.960995
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,image,0.753458
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,leaf,0.861792
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,light,0.783619
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,nature,0.858695
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,no person,0.948212
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,painting,0.973191
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,retro,0.745079
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,underwater,0.747305
C:\Users\yahel\Downloads\Categories\animals\bird\forestfl.jpg,clarifai,water,0.783983
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,adult,0.746975
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,art,0.903691
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,cavalry,0.73946
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,color,0.768526
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,environment,0.798921
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,flame,0.858442
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,group,0.904854
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,illustration,0.764824
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,landscape,0.819728
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,mammal,0.818291
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,man,0.742956
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,many,0.887183
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,nature,0.900759
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,no person,0.948326
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,outdoors,0.855395
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,painting,0.867746
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,people,0.934066
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,tree,0.973679
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,water,0.74422
C:\Users\yahel\Downloads\Categories\animals\bird\garden_e (1).jpg,clarifai,wood,0.880282
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,animal,0.865341
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,art,0.994262
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,bird,0.990329
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,cavalry,0.893011
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,color,0.86982
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,eagle,0.828867
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,group,0.930316
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,illustration,0.990919
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,mammal,0.960715
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,nature,0.916434
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,no person,0.891608
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,painting,0.994993
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,park,0.82594
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,people,0.92844
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,pigeon,0.836548
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,poultry,0.891906
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,print,0.964281
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,religion,0.896269
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,tree,0.933967
C:\Users\yahel\Downloads\Categories\animals\bird\mockery (1).jpg,clarifai,wildlife,0.900945
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,adult,0.991038
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,art,0.940731
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,baby,0.893042
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,blood,0.927782
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,calamity,0.905294
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,child,0.939044
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,group,0.992236
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,illness,0.872744
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,injury,0.966246
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,man,0.957507
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,many,0.967842
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,one,0.903764
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,pain,0.965274
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,painting,0.913214
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,people,0.999048
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,position,0.889321
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,religion,0.995318
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,sacrifice,0.878209
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,wear,0.875538
C:\Users\yahel\Downloads\Categories\animals\bird\noahsarx.jpg,clarifai,woman,0.956648
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,adult,0.894158
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,cavalry,0.83392
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,dawn,0.970703
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,group,0.920567
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,herder,0.811992
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,landscape,0.904499
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,mammal,0.964532
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,man,0.834873
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,no person,0.980143
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,one,0.786504
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,outdoors,0.886942
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,people,0.952565
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,sky,0.796356
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,sunset,0.913251
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,transportation system,0.842413
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,travel,0.901201
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,tree,0.956696
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,two,0.824129
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,vehicle,0.883527
C:\Users\yahel\Downloads\Categories\animals\bird\orpheus (1).jpg,clarifai,water,0.813269
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,art,0.982337
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,bird,0.839463
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,color,0.81966
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,fish,0.877021
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,group,0.764959
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,illustration,0.920275
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,nature,0.894237
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,no person,0.941455
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,nymph,0.834877
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,outdoors,0.834764
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,painting,0.973503
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,people,0.780507
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,religion,0.874265
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,river,0.823623
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,sea,0.818688
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,travel,0.771775
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,tree,0.951002
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,underwater,0.811643
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,water,0.96641
C:\Users\yahel\Downloads\Categories\animals\bird\paradis0 (1).jpg,clarifai,woman,0.764876
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,animal,0.896782
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,art,0.981257
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,bird,0.927339
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,cavalry,0.877374
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,color,0.875317
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,group,0.968091
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,illustration,0.959097
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,livestock,0.851846
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,mammal,0.978338
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,nature,0.923722
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,no person,0.933025
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,outdoors,0.892653
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,painting,0.978032
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,people,0.943058
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,print,0.871084
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,river,0.851534
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,travel,0.836435
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,tree,0.980636
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,water,0.938904
C:\Users\yahel\Downloads\Categories\animals\bird\paradlan (1).jpg,clarifai,wildlife,0.922072
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,adult,0.99139
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,art,0.994168
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,bird,0.942826
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,cavalry,0.897821
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,combat,0.937239
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,group,0.996359
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,illustration,0.972067
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,mammal,0.971489
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,man,0.931892
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,many,0.983953
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,no person,0.990128
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,one,0.947613
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,painting,0.995258
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,people,0.997969
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,religion,0.98824
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,Renaissance,0.952339
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,tree,0.878707
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,vehicle,0.940829
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,war,0.907987
C:\Users\yahel\Downloads\Categories\animals\bird\peacocks (1).jpg,clarifai,woman,0.942425
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,animal,0.762922
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,art,0.747595
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,beach,0.774671
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,biology,0.862218
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,bird,0.867484
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,color,0.782303
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,dry,0.77418
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,invertebrate,0.925412
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,mammal,0.759169
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,nature,0.905095
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,no person,0.976377
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,one,0.939941
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,pattern,0.76979
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,print,0.800175
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,sand,0.954345
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,seashore,0.828821
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,texture,0.856999
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,two,0.901667
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,water,0.822747
C:\Users\yahel\Downloads\Categories\animals\bird\study3.jpg,clarifai,wildlife,0.77362
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,art,0.995065
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,book,0.971339
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,church,0.965629
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,cross,0.905715
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,god,0.969001
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,Gothic,0.922217
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,holy,0.950838
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,illustration,0.986291
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,man,0.895758
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,old,0.892917
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,painting,0.994158
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,people,0.95176
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,print,0.907905
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,religion,0.993177
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,religious,0.909333
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,Renaissance,0.922747
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,saint,0.980787
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,spirituality,0.941948
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,symbol,0.917884
C:\Users\yahel\Downloads\Categories\animals\camel\04nunzia.jpg,clarifai,veil,0.908842
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,adult,0.997709
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,art,0.938217
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,boy,0.953946
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,child,0.975719
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,five,0.920111
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,four,0.915593
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,group,0.996781
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,group,0.899038
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,mammal,0.943084
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,man,0.979064
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,offspring,0.919308
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,painting,0.945757
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,people,0.999659
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,recreation,0.917943
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,religion,0.951735
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,three,0.920817
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,two,0.923124
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,veil,0.953354
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,wear,0.985612
C:\Users\yahel\Downloads\Categories\animals\camel\106muril.jpg,clarifai,woman,0.993083
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,adult,0.826051
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,art,0.947582
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,art,0.822442
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,cavalry,0.925743
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,cold,0.863657
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,engraving,0.945156
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,engraving,0.863779
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,group,0.850439
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,illustration,0.986292
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,mammal,0.949493
C:\Users\yahel\Downloads\Categories\animals\camel\142misc.jpg,clarifai,monochrome,0.810824
